CÓDIGO,DENOMINACIÓN,Total
249056,Dividendos y participaciones,0.00
249057,Excedentes financieros,0.00
249058,Arrendamiento operativo,0.00
249060,Obligaciones a cargo en acuerdos no clasificados como operaciones conjuntas,0.00
249061,Aportes a sindicatos,0.00
249062,Renta del monopolio de los juegos de suerte y azar,0.00
249090,Otras cuentas por pagar,90000.00
2495,CUENTAS POR PAGAR A COSTO AMORTIZADO,0.00
249501,Adquisición de bienes y servicios nacionales,0.00
249502,Adquisición de bienes y servicios del exterior,0.00
249505,Inversiones transferidas que no se dan de baja,0.00
249506,Cuentas por cobrar transferidas que no se dan de baja,0.00
249507,Préstamos por cobrar transferidos que no se dan de baja,0.00
249590,Otras cuentas por pagar a costo amortizado,0.00
25,BENEFICIOS A LOS EMPLEADOS,0.00
2511,BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO,0.00
251101,Nómina por pagar,0.00
251102,Cesantías,0.00
251103,Intereses sobre cesantías,0.00
251104,Vacaciones,0.00
251105,Prima de vacaciones,0.00
251106,Prima de servicios,0.00
251107,Prima de navidad,0.00
251108,Licencias,0.00
251109,Bonificaciones,0.00
251110,Otras primas,0.00
251111,Aportes a riesgos laborales,0.00
251112,Auxilios funerarios,0.00
251113,Remuneración por servicios técnicos,0.00
251115,"Capacitación, bienestar social y estímulos",0.00
251116,Dotación y suministro a trabajadores,0.00
251117,Gastos deportivos y de recreación,0.00
251118,Contratos de personal temporal,0.00
251119,Gastos de viaje,0.00
251120,Comisiones,0.00
251121,Remuneración electoral,0.00
251122,Aportes a fondos pensionales - empleador,0.00
251123,Aportes a seguridad social en salud - empleador,0.00
251124,Aportes a cajas de compensación familiar,0.00
251125,Incapacidades,0.00
251126,Medicina prepagada,0.00
251127,Incentivos al ahorro,0.00
251190,Otros beneficios a los empleados a corto plazo,0.00
2512,BENEFICIOS A LOS EMPLEADOS A LARGO PLAZO,0.00
251201,Bonificaciones,0.00
251202,Primas,0.00
251203,"Capacitación, bienestar social y estímulos",0.00
251204,Cesantías retroactivas,0.00
251290,Otros beneficios a los empleados a largo plazo,0.00
2513,BENEFICIOS POR TERMINACIÓN DEL VÍNCULO LABORAL O CONTRACTUAL,0.00
251301,Indemnizaciones,0.00
251302,"Capacitación, bienestar social y estímulos",0.00
251390,Otros beneficios por terminación del vínculo laboral o contractual,0.00
2514,BENEFICIOS POSEMPLEO - PENSIONES,0.00
251401,Pensiones de jubilación patronales,0.00
251402,Retroactivos y reintegros pensionales,0.00
251403,Indemnización sustitutiva,0.00
251404,Mesadas pensionales no reclamadas,0.00
251405,Cuotas partes de pensiones,0.00
251410,Cálculo actuarial de pensiones actuales,0.00
251412,Cálculo actuarial de futuras pensiones,0.00
251414,Cálculo actuarial de cuotas partes de pensiones,0.00
251415,Cálculo actuarial pasivo pensional conmutado,0.00
2515,OTROS BENEFICIOS POSEMPLEO,0.00
251501,"Capacitación, bienestar social, estímulos y otros beneficios legales o extralegales",0.00
251502,Auxilio funerario,0.00
26,OPERACIONES CON INSTRUMENTOS DERIVADOS,0.00
2601,INSTRUMENTOS DERIVADOS CON FINES DE ESPECULACIÓN,0.00
260101,Derechos en contratos forward (Db),0.00
260102,Obligaciones en contratos forward,0.00
260103,Derechos en contratos futuros (Db),0.00
260104,Obligaciones en contratos futuros,0.00
260105,Derechos en contratos swaps (Db),0.00
260106,Obligaciones en contratos swaps,0.00
260107,Derechos en otros derivados (Db),0.00
260108,Obligaciones en otros derivados,0.00
260109,Prima recibida en opciones,0.00
260111,Pérdida en la valoración de opciones vendidas,0.00
2602,INSTRUMENTOS DERIVADOS CON FINES DE COBERTURA DE VALOR DE MERCADO (VALOR RAZONABLE),0.00
260201,Derechos en contratos forward (Db),0.00
260202,Obligaciones en contratos forward,0.00
260203,Derechos en contratos futuros (Db),0.00
260204,Obligaciones en contratos futuros,0.00
260205,Derechos en contratos swaps (Db),0.00
260206,Obligaciones en contratos swaps,0.00
260207,Derechos en otros derivados (Db),0.00
260208,Obligaciones en otros derivados,0.00
260209,Prima recibida en opciones,0.00
260211,Pérdida en la valoración de opciones vendidas,0.00
2603,INSTRUMENTOS DERIVADOS CON FINES DE COBERTURA DE FLUJOS DE EFECTIVO,0.00
260301,Derechos en contratos forward (Db),0.00
260302,Obligaciones en contratos forward,0.00
260303,Derechos en contratos futuros (Db),0.00
260304,Obligaciones en contratos futuros,0.00
260305,Derechos en contratos swaps (Db),0.00
260306,Obligaciones en contratos swaps,0.00
260307,Derechos en otros derivados (Db),0.00
260308,Obligaciones en otros derivados,0.00
260309,Prima recibida en opciones,0.00
260311,Pérdida en la valoración de opciones vendidas,0.00
2604,"INSTRUMENTOS  DERIVADOS  CON  FINES  DE  COBERTURA  DE  UNA  INVERSIÓN
NETA EN UN NEGOCIO EN EL EXTRANJERO",0.00
260401,Derechos en contratos forward (Db),0.00
260402,Obligaciones en contratos forward,0.00
260403,Derechos en contratos futuros (Db),0.00
260404,Obligaciones en contratos futuros,0.00
260405,Derechos en contratos swaps (Db),0.00
260406,Obligaciones en contratos swaps,0.00
260407,Derechos en otros derivados (Db),0.00
260408,Obligaciones en otros derivados,0.00
260409,Prima recibida en opciones,0.00
260411,Pérdida en la valoración de opciones vendidas,0.00
2605,AJUSTE  POR  COBERTURA  DEL  VALOR  DE  MERCADO  (VALOR  RAZONABLE)  DEL RIESGO  DE  TASA  DE  INTERÉS  ASOCIADO  CON  UNA  CARTERA  DE  ACTIVOS  O PASIVOS FINANCIEROS,0.00
260501,"Ajuste por cobertura del valor de mercado (valor razonable) del riesgo de tasa de
interés asociado con una cartera de activos financieros",0.00
260502,"Ajuste por cobertura del valor de mercado (valor razonable) del riesgo de tasa de
interés asociado con una cartera de pasivos financieros",0.00
260503,"Ajuste por cobertura del valor de mercado (valor razonable) del riesgo de tasa de
interés asociado con una cartera de activos y pasivos financieros",0.00
2606,PÉRDIDA  EN  LA  VALORACIÓN  DE  COMPROMISOS  EN  FIRME  COMO  PARTIDAS CUBIERTAS,0.00
260601,Para adquirir un activo,0.00
260602,Para asumir un pasivo,0.00
27,PROVISIONES,0.00
2701,LITIGIOS Y DEMANDAS,0.00
270101,Civiles,0.00
270102,Penales,0.00
270103,Administrativas,0.00
270104,Obligaciones fiscales,0.00
270105,Laborales,0.00
270190,Otros litigios y demandas,0.00
2707,GARANTÍAS,0.00
270701,Garantías contractuales,0.00
270702,Garantías contractuales - Concesiones,0.00
2790,PROVISIONES DIVERSAS,0.00
279015,Mecanismos alternativos de solución de conflictos,0.00
279016,Reserva técnica para el pago de premios,0.00
279017,Obligaciones implícitas,0.00
279018,Contratos onerosos,0.00
279019,Reestructuraciones,0.00
279020,Desmantelamientos,0.00
279021,Reservas técnicas por servicios de salud autorizados,0.00
279022,Reservas técnicas por servicios de salud ocurridos no conocidos,0.00
279023,Reservas técnicas por incapacidades,0.00
279024,Otras reservas técnicas,0.00
279025,Obligaciones originadas por inversiones en entidades en liquidación,0.00
279090,Otras provisiones diversas,0.00
29,OTROS PASIVOS,0.00
2901,AVANCES Y ANTICIPOS RECIBIDOS,0.00
290101,Anticipos sobre ventas de bienes y servicios,0.00
290102,Anticipos sobre convenios y acuerdos,0.00
290103,Anticipos juegos de suerte y azar,0.00
290190,Otros avances y anticipos,0.00
2902,RECURSOS RECIBIDOS EN ADMINISTRACIÓN,0.00
290201,En administración,0.00
2903,DEPÓSITOS RECIBIDOS EN GARANTÍA,0.00
290301,Para servicios,0.00
290302,Para bienes,0.00
290303,Depósitos judiciales,0.00
290304,Depósitos sobre contratos,0.00
290305,Inventarios,0.00
290390,Otros depósitos,0.00
2910,INGRESOS RECIBIDOS POR ANTICIPADO,0.00
291001,Intereses,0.00
291002,Comisiones,0.00
291005,Arrendamiento operativo,0.00
291006,Honorarios,0.00
291007,Ventas,0.00
291013,Contribuciones,0.00
291017,Venta de servicio de energía,0.00
291018,Venta de servicio de acueducto,0.00
291019,Venta de servicio de alcantarillado,0.00
291020,Venta de servicio de aseo,0.00
291021,Venta de servicio de gas combustible,0.00
291022,Venta de servicio de telecomunicaciones,0.00
291023,Recursos recibidos para fomentar telefonía social,0.00
291025,Contratos de construcción,0.00
291090,Otros ingresos recibidos por anticipado,0.00
2918,PASIVOS POR IMPUESTOS DIFERIDOS,0.00
291801,Efectivo y equivalentes al efectivo,0.00
291802,Inversiones e instrumentos derivados,0.00
291803,Cuentas por cobrar,0.00
291804,Préstamos por cobrar,0.00
291805,Inventarios,0.00
291806,"Propiedades, planta y equipo",0.00
291807,Activos intangibles,0.00
291808,Propiedades de inversión,0.00
291809,Activos biológicos,0.00
291810,Otros activos,0.00
291811,Operaciones de instituciones financieras,0.00
291812,Emisión y colocación de títulos de deuda,0.00
291813,Préstamos por pagar,0.00
291814,Cuentas por pagar,0.00
291815,Beneficios a empleados,0.00
291816,Operaciones con instrumentos derivados,0.00
291817,Provisiones,0.00
291818,Otros pasivos,0.00
2919,BONOS PENSIONALES,0.00
291901,Cuotas partes de bonos pensionales emitidos,0.00
2990,OTROS PASIVOS DIFERIDOS,0.00
299001,Ganancia diferida por transacciones de venta con arrendamiento posterior,0.00
299003,Ingreso diferido por subvenciones condicionadas,0.00
299004,Ingreso diferido por concesiones - concedente,0.00
299090,Otros pasivos diferidos,0.00
3,PATRIMONIO,-839033064.45
32,PATRIMONIO DE LAS EMPRESAS,-839033064.45
3203,APORTES SOCIALES,0.00
320301,Cuotas o partes de interés social,0.00
3204,CAPITAL SUSCRITO Y PAGADO,0.00
320401,Capital autorizado,0.00
320402,Capital por suscribir (Db),0.00
320403,Capital suscrito por cobrar (Db),0.00
3208,CAPITAL FISCAL,0.00
320801,Capital fiscal,0.00
3210,"PRIMA EN COLOCACIÓN DE ACCIONES, CUOTAS O PARTES DE INTERÉS SOCIAL",0.00
321001,Prima en colocación de acciones,0.00
321002,Prima en colocación de acciones por cobrar (Db),0.00
321003,Prima en colocación de cuotas o partes de interés social,0.00
321004,Prima en colocación de cuotas o partes de interés social por cobrar (Db),0.00
3215,RESERVAS,0.00
321501,Reservas de Ley,0.00
321502,Reservas estatutarias,0.00
321503,Reservas ocasionales,0.00
321504,Reservas para readquisición de acciones y cuotas partes,0.00
321505,Fondos patrimoniales,0.00
321507,Reserva de resultado cambiario banca central,0.00
321508,Reserva para fluctuaciones de moneda banca central,0.00
321511,Acciones y cuotas partes propias readquiridas (Db),0.00
321590,Otras reservas,0.00
3220,DIVIDENDOS Y PARTICIPACIONES DECRETADOS EN ESPECIE,0.00
322001,Dividendos decretados en acciones,0.00
322002,Participaciones decretadas en cuotas o partes de interés social,0.00
3225,RESULTADOS DE EJERCICIOS ANTERIORES,0.00
322501,Utilidades o excedentes acumulados,0.00
322502,Pérdidas o déficit acumulados,0.00
3230,RESULTADO DEL EJERCICIO,-839033064.45
323001,Utilidad o excedente del ejercicio,0.00
323002,Pérdida o déficit del ejercicio,-839033064.45
3271,GANANCIAS O PÉRDIDAS EN INVERSIONES DE ADMINISTRACIÓN DE LIQUIDEZ A VALOR RAZONABLE CON CAMBIOS EN EL OTRO RESULTADO INTEGRAL,0.00
327101,Instrumentos de patrimonio - Entidades del sector solidario,0.00
327102,Instrumentos de patrimonio - Entidades privadas,0.00
327103,Instrumentos de patrimonio - Entidades del exterior,0.00
327104,Instrumentos  de  patrimonio  -  Empresas  industriales  y  comerciales  del  Estado  - Societarias,0.00
327105,Instrumentos de patrimonio - Sociedades de economía mixta,0.00
327106,Instrumentos de patrimonio - Sociedades públicas,0.00
327118,Fondos de inversión colectiva,0.00
327190,Otras inversiones de administración de liquidez a valor razonable con cambios en el otro resultado integral,0.00
3272,GANANCIAS O PÉRDIDAS POR COBERTURAS DE FLUJOS DE EFECTIVO,0.00
327201,Ganancias o pérdidas por cobertura de flujos de efectivo,0.00
3273,GANANCIAS  O  PÉRDIDAS  POR  COBERTURA  DE  UNA  INVERSIÓN  NETA  EN  UN NEGOCIO EN EL EXTRANJERO,0.00
327301,Ganancias  o  pérdidas  por  cobertura  de  una  inversión  neta  en  un  negocio  en  el extranjero,0.00
3274,GANANCIAS O PÉRDIDAS POR LA APLICACIÓN  DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN CONTROLADAS,0.00
327401,Inversiones en empresas industriales y comerciales del Estado - Societarias,0.00
327402,Inversiones en sociedades de economía mixta,0.00
327403,Inversiones en sociedades públicas,0.00
327404,Inversiones en entidades privadas,0.00
327405,Inversiones en entidades del exterior,0.00
3275,GANANCIAS O  PÉRDIDAS POR LA APLICACIÓN  DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN ASOCIADAS,0.00
327501,Inversiones en empresas industriales y comerciales del Estado - Societarias,0.00
327502,Inversiones en sociedades de economía mixta,0.00
327503,Inversiones en sociedades públicas,0.00
327504,Inversiones en entidades privadas,0.00
327505,Inversiones en entidades del exterior,0.00
3276,GANANCIAS O PÉRDIDAS POR LA APLICACIÓN  DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN NEGOCIOS CONJUNTOS,0.00
327601,Inversiones en empresas industriales y comerciales del Estado - Societarias,0.00
327602,Inversiones en sociedades de economía mixta,0.00
327603,Inversiones en sociedades públicas,0.00
327604,Inversiones en entidades privadas,0.00
327605,Inversiones en entidades del exterior,0.00
3280,GANANCIAS O PÉRDIDAS POR PLANES DE BENEFICIOS A LOS EMPLEADOS,0.00
328001,Ganancias o pérdidas actuariales por planes de beneficios posempleo,0.00
328003,Ganancias  o  pérdidas  por  actualización  de  los  activos  del  plan  de  beneficios posempleo,0.00
3281,GANANCIAS O PÉRDIDAS POR CONVERSIÓN DE ESTADOS FINANCIEROS,0.00
328101,Ganancia o pérdida por conversión de estados financieros,0.00
4,INGRESOS,384363903.00
41,INGRESOS FISCALES,0.00
4110,"CONTRIBUCIONES, TASAS E INGRESOS NO TRIBUTARIOS",0.00
411002,Multas,0.00
411004,Sanciones,0.00
411027,Estampillas,0.00
411045,Cuotas de sostenimiento,0.00
4195,DEVOLUCIONES Y DESCUENTOS (DB),0.00
419502,"Contribuciones, tasas e ingresos no tributarios",0.00
42,VENTA DE BIENES,0.00
4201,"PRODUCTOS AGROPECUARIOS, DE SILVICULTURA, AVICULTURA Y PESCA",0.00
420101,Productos agrícolas,0.00
420102,Productos forestales,0.00
420103,Productos piscícolas,0.00
420104,Semovientes,0.00
420105,Productos avícolas,0.00
420106,Productos pecuarios,0.00
420190,"Otros productos agropecuarios, de silvicultura, avicultura y pesca",0.00
4202,PRODUCTOS DE MINAS Y MINERALES,0.00
420290,Otros productos de minas y minerales,0.00
4203,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y ALCOHOLES",0.00
420301,"Licores, bebidas y alcoholes",0.00
420302,Productos alimenticios,0.00
4204,PRODUCTOS MANUFACTURADOS,0.00
420401,Impresos y publicaciones,0.00
420405,Productos químicos,0.00
420406,Medicamentos,0.00
420407,Medicamentos de uso veterinario,0.00
420409,Productos artesanales,0.00
420410,Productos metalúrgicos y de microfundición,0.00
420411,Productos bélicos y explosivos,0.00
420412,Productos de madera,0.00
420415,Equipos,0.00
420416,"Productos agropecuarios, de silvicultura, avicultura y pesca",0.00
420490,Otros productos manufacturados,0.00
4206,CONSTRUCCIONES,0.00
420604,Edificaciones,0.00
420690,Otras construcciones,0.00
4210,BIENES COMERCIALIZADOS,0.00
421002,Terrenos,0.00
421003,Construcciones,0.00
421004,Impresos y publicaciones,0.00
421011,Productos químicos,0.00
421012,Semovientes,0.00
421013,Lubricantes,0.00
421014,Aditivos,0.00
421015,"Licores, bebidas y alcoholes",0.00
421016,Productos artesanales,0.00
421017,Productos bélicos y explosivos,0.00
421018,Material reactivo,0.00
421026,Equipos de comunicación y computación,0.00
421027,Aparatos telefónicos e identificadores de llamadas,0.00
421028,"Medidores de agua, luz y gas",0.00
421030,Elementos de campaña,0.00
421032,"Repuestos, equipos férreos y otros",0.00
421033,Equipo de transporte,0.00
421034,Muebles y enseres,0.00
421036,Material didáctico,0.00
421038,Maquinaria y elementos de ferretería,0.00
421040,"Productos agropecuarios, de silvicultura, avicultura y pesca",0.00
421060,Medicamentos,0.00
421061,Materiales médico - quirúrgicos,0.00
421065,Víveres y rancho,0.00
421090,Otros bienes comercializados,0.00
4295,"DEVOLUCIONES, REBAJAS Y DESCUENTOS EN VENTA DE BIENES (DB)",0.00
429502,Bienes comercializados,0.00
429503,"Productos agropecuarios, de silvicultura y pesca",0.00
429504,Productos de minas y minerales,0.00
429505,"Productos alimenticios, bebidas y alcoholes",0.00
429506,Productos manufacturados,0.00
429507,Construcciones,0.00
43,VENTA DE SERVICIOS,384363903.00
4311,ADMINISTRACIÓN DEL SISTEMA DE SEGURIDAD SOCIAL EN SALUD,0.00
431101,Unidad de pago por capitación régimen contributivo- UPC,0.00
431102,Unidad de pago por capitación adicional régimen contributivo -UPC,0.00
431103,Cuota moderadora régimen contributivo,0.00
431104,Copagos régimen contributivo,0.00
431105,Cuotas de inscripción y afiliación  régimen contributivo,0.00
431106,Unidad de pago por Capitación régimen subsidiado- UPC,0.00
431107,Copagos régimen subsidiado,0.00
431108,Comisiones administradoras de riesgos laborales,0.00
431109,Prestación de servicios a personas fuera del sistema,0.00
431114,Cuotas de inscripción y afiliación a planes complementarios,0.00
431119,Licencias de maternidad y paternidad,0.00
431120,Incapacidades,0.00
431121,Ajuste siniestralidad cuenta de alto costo,0.00
431122,Programas de promoción y prevención,0.00
431123,"Gestión de cobro, manejo de información y servicios financieros EPS o EOC",0.00
431190,Otros ingresos por la administración del sistema de seguridad social en salud,0.00
4312,SERVICIOS DE SALUD,0.00
431208,Urgencias - Consulta y procedimientos,0.00
431209,Urgencias - Observación,0.00
431217,Servicios ambulatorios - Consulta externa y procedimientos,0.00
431218,Servicios ambulatorios - Consulta especializada,0.00
431219,Servicios ambulatorios - Salud oral,0.00
431220,Servicios ambulatorios - Promoción y prevención,0.00
431221,Servicios ambulatorios - Otras actividades extramurales,0.00
431227,Hospitalización - Estancia general,0.00
431228,Hospitalización - Cuidados intensivos,0.00
431229,Hospitalización - Cuidados intermedios,0.00
431230,Hospitalización - Recién nacidos,0.00
431231,Hospitalización - Salud mental,0.00
431232,Hospitalización - Quemados,0.00
431233,Hospitalización - Otros cuidados especiales,0.00
431236,Quirófanos y salas de parto - Quirófanos,0.00
431237,Quirófanos y salas de parto - Salas de parto,0.00
431246,Apoyo diagnóstico - Laboratorio clínico,0.00
431247,Apoyo diagnóstico - Imagenología,0.00
431248,Apoyo diagnóstico - Anatomía patológica,0.00
431249,Apoyo diagnóstico - Otras unidades de apoyo diagnóstico,0.00
431256,Apoyo terapéutico - Rehabilitación y terapias,0.00
431257,Apoyo terapéutico - Banco de componentes anatómicos,0.00
431258,Apoyo terapéutico - Banco de sangre,0.00
431259,Apoyo terapéutico - Unidad renal,0.00
431260,Apoyo terapéutico - Unidad de hemodinamia,0.00
431261,Apoyo terapéutico - Terapias oncológicas,0.00
431262,Apoyo terapéutico - Farmacia e insumos hospitalarios,0.00
431263,Apoyo terapéutico - Otras unidades de apoyo terapéutico,0.00
431287,Servicios conexos a la salud - Medio ambiente,0.00
431288,Servicios conexos a la salud - Ancianatos y albergues,0.00
431289,Servicios conexos a la salud - Centros y puestos de salud,0.00
431291,Servicios conexos a la salud - Servicios docentes,0.00
431292,Servicios conexos a la salud - Investigación Científica,0.00
431293,Servicios conexos a la salud - Medicina legal,0.00
431294,Servicios conexos a la salud - Servicios de ambulancias,0.00
431295,Servicios conexos a la salud - Otros servicios,0.00
4315,SERVICIO DE ENERGÍA,0.00
431517,Generación,0.00
431518,Transmisión,0.00
431519,Distribución,0.00
431520,Comercialización,0.00
4321,SERVICIO DE ACUEDUCTO,171079547.00
432108,Abastecimiento,0.00
432109,Distribución,171079547.00
432110,Comercialización,0.00
4322,SERVICIO DE ALCANTARILLADO,81994665.00
432208,Recolección y transporte,81994665.00
432209,Tratamiento de aguas residuales,0.00
432210,Comercialización,0.00
4323,SERVICIO DE ASEO,131289691.00
432307,Recolección domiciliaria,131289691.00
432308,Transporte,0.00
432309,Barrido y limpieza,0.00
432310,Transferencia,0.00
432311,Aprovechamiento,0.00
432312,Tratamiento,0.00
432313,Disposición final,0.00
432314,Corte de césped y poda de árboles,0.00
432315,Limpieza y lavado de áreas públicas,0.00
432316,Otros servicios de aseo especiales,0.00
432317,Comercialización,0.00
4325,SERVICIO DE GAS COMBUSTIBLE,0.00
432525,Transporte gas natural,0.00
432526,Distribución gas natural,0.00
432527,Comercialización gas natural,0.00
432528,Transporte gas licuado de petróleo (GLP),0.00
432529,Distribución gas licuado de petróleo (GLP),0.00
432530,Comercialización mayorista gas licuado de petróleo (GLP),0.00
4330,SERVICIOS DE TRANSPORTE,0.00
433010,Servicio de transporte terrestre,0.00
433011,Servicio de transporte aéreo,0.00
433014,Servicios aeronáuticos,0.00
433015,Servicio de terminal de transporte terrestre,0.00
433090,Otros servicios de transporte,0.00
4333,SERVICIOS DE COMUNICACIONES,0.00
433301,Correo nacional,0.00
433302,Correo internacional,0.00
433304,Comisiones de giro,0.00
433305,Radiodifusión sonora,0.00
433306,Difusión de televisión,0.00
433307,Programación y producción de televisión,0.00
433390,Otros servicios de comunicaciones,0.00
4335,SERVICIO DE TELECOMUNICACIONES,0.00
433545,Local,0.00
433546,Local extendida,0.00
433547,Móvil rural,0.00
433548,Larga distancia,0.00
433549,Valor agregado,0.00
433550,Interconexión,0.00
433552,Comercialización,0.00
433590,Otros servicios de telecomunicaciones,0.00
4340,JUEGOS DE SUERTE Y AZAR,0.00
434001,Loterías ordinarias,0.00
434002,Apuestas permanentes,0.00
434003,Rifas,0.00
434004,Sorteos,0.00
434005,Juegos en línea,0.00
434006,Certificaciones y derechos,0.00
434007,Sorteos extraordinarios,0.00
434008,Licencias,0.00
434090,Otros juegos de suerte y azar,0.00
4345,SERVICIOS HOTELEROS Y DE PROMOCIÓN TURÍSTICA,0.00
434502,Campamentos,0.00
434503,Promoción de vacaciones y recreación,0.00
434504,Turismo,0.00
434505,Alojamiento,0.00
434506,Suministro de bebidas y alimentos,0.00
434590,Otros servicios hoteleros,0.00
4370,SERVICIOS INFORMÁTICOS,0.00
437001,De procesamiento,0.00
437002,De desarrollo e implementación de software,0.00
437003,De arrendamiento de equipo y accesorios,0.00
437090,Otros servicios informáticos,0.00
4390,OTROS SERVICIOS,0.00
439002,Servicios de apoyo industrial,0.00
439003,Transferencia de tecnología,0.00
439004,Asistencia técnica,0.00
439005,Servicios informativos,0.00
439006,Servicios de almacenamiento y pesaje,0.00
439007,Publicidad y propaganda,0.00
439008,Corporación de abastos,0.00
439014,Administración de proyectos,0.00
439016,"Recreativos, culturales, y deportivos",0.00
439017,Servicios de investigación científica y tecnológica,0.00
439018,Servicio de matadero,0.00
439022,Organización de eventos,0.00
439026,Servicios de lavandería,0.00
439027,Administración y operación de mercados,0.00
439029,Servicios de seguridad y escolta,0.00
439030,Servicios de parqueadero,0.00
439031,Gestión de transporte masivo,0.00
439032,Consultorías,0.00
439033,Servicios de diagnóstico técnico mecánico,0.00
439034,Servicios por administración de contratos,0.00
439035,Servicios de mantenimiento y reparación,0.00
439090,Otros servicios,0.00
4395,"DEVOLUCIONES, REBAJAS Y DESCUENTOS EN VENTA DE SERVICIOS (DB)",0.00
439503,Servicio de energía,0.00
439505,Servicio de gas combustible,0.00
439506,Servicios de transporte,0.00
439507,Servicio de telecomunicaciones,0.00
439508,Juegos de suerte y azar,0.00
439509,Servicios hoteleros y de promoción turística,0.00
439512,Servicios de salud,0.00
439514,Servicio de acueducto,0.00
439515,Servicio de alcantarillado,0.00
439516,Servicio de aseo,0.00
439517,Servicios informáticos,0.00
439519,Servicios de comunicaciones,0.00
439590,Otros servicios,0.00
44,TRANSFERENCIAS Y SUBVENCIONES,0.00
4430,SUBVENCIONES,0.00
443001,Subvención por préstamos con tasa de interés cero,0.00
443002,Subvención por préstamos con tasas de interés inferiores a las del mercado,0.00
443003,Subvención por préstamos condonables,0.00
443004,Donaciones,0.00
443005,Subvención por recursos transferidos por el gobierno,0.00
443006,Bienes recibidos sin contraprestación,0.00
443007,Subvención por asunción de deudas,0.00
443090,Otras subvenciones,0.00
48,OTROS INGRESOS,0.00
4802,FINANCIEROS,0.00
480201,Intereses sobre depósitos en instituciones financieras,0.00
480202,Intereses de fondos vendidos ordinarios,0.00
480203,Intereses de fondos vendidos con compromiso de reventa,0.00
480204,Intereses de fondos de uso restringido,0.00
480205,Ganancia por medición inicial de inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el resultado,0.00
480206,Ganancia  por  valoración  de  inversiones  de  administración  de  liquidez  a  valor  de mercado (valor razonable) con cambios en el resultado,0.00
480207,"Ganancia por baja en cuentas de inversiones de administración de liquidez a valor
de mercado (valor razonable) con cambios en el resultado",0.00
480208,"Ganancia por medición inicial de inversiones de administración de liquidez a valor
de  mercado  (valor  razonable)  con  cambios  en  el  patrimonio  (otro  resultado
integral)",0.00
480209,"Ganancia por baja en cuentas de inversiones de administración de liquidez a valor
de  mercado  (valor  razonable)  con  cambios  en  el  patrimonio  (otro  resultado integral)",0.00
480210,"Ganancia por medición inicial de inversiones de administración de liquidez a costo
amortizado",0.00
480211,"Rendimiento   efectivo   de   inversiones   de   administración   de   liquidez   a   costo
amortizado",0.00
480212,"Ganancia por baja en cuentas de inversiones de administración de liquidez a costo
amortizado",0.00
480213,"Intereses,   dividendos   y   participaciones   de   inversiones   de   administración   de
liquidez al costo",0.00
480214,Ganancia por baja en cuentas de inversiones de administración de liquidez al costo,0.00
480215,Ganancia por valoración de instrumentos derivados con fines de especulación,0.00
480216,Ganancia por valoración de instrumentos derivados con fines de cobertura de valor de mercado (valor razonable),0.00
480217,"Ganancia  por  valoración  de  instrumentos  derivados  con  fines  de  cobertura  de
flujos de efectivo",0.00
480218,"Ganancia por valoración de instrumentos derivados con fines de cobertura de una
inversión neta en un negocio en el extranjero",0.00
480219,Rendimiento efectivo de cuentas por cobrar a costo amortizado,0.00
480220,Ganancia por baja en cuentas de cuentas por pagar,0.00
480221,Rendimiento efectivo préstamos por cobrar,0.00
480222,Ganancia por baja en cuentas de préstamos por pagar,0.00
480223,Comisiones,0.00
480226,Rendimientos por reajuste monetario,0.00
480227,Ganancia por negociación de divisas,0.00
480229,Ganancia por medición inicial de títulos emitidos,0.00
480230,Ganancia por medición inicial de cuentas por pagar a costo amortizado,0.00
480231,Ganancia por medición inicial de préstamos por pagar,0.00
480232,Rendimientos sobre recursos entregados en administración,0.00
480233,Intereses de mora,0.00
480236,"Rendimiento     efectivo,     dividendos     y     participaciones     de     inversiones     de administración de liquidez a valor de mercado (valor razonable) con cambios en el patrimonio (otro resultado integral)",0.00
480238,"Ajuste de partida cubierta que hace parte de una relación de cobertura de valor de
mercado (valor razonable)",0.00
480239,Ganancia en la valoración de opciones compradas,0.00
480241,Ganancia por la recuperación de cartera improductiva adquirida,0.00
480242,Rendimiento de cuentas por cobrar al costo,0.00
480243,Interés del plan de activos para beneficios posempleo,0.00
480290,Otros ingresos financieros,0.00
4806,AJUSTE POR DIFERENCIA EN CAMBIO,0.00
480601,Efectivo y equivalentes al efectivo,0.00
480602,Cuentas por cobrar,0.00
480612,Adquisición de bienes y servicios nacionales,0.00
480613,Adquisición de bienes y servicios del exterior,0.00
480634,Operaciones de banca central e instituciones financieras,0.00
480636,Inversiones,0.00
480637,Financiamiento interno de corto plazo en emisión y colocación de títulos de deuda,0.00
480638,Financiamiento interno de largo plazo en emisión y colocación de títulos de deuda,0.00
480639,Financiamiento externo de corto plazo en emisión y colocación de títulos de deuda,0.00
480640,Financiamiento externo de largo plazo en emisión y colocación de títulos de deuda,0.00
480642,Financiamiento interno de corto plazo en préstamos por pagar,0.00
